base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_convex_per,1,Gurobi,0.0,1.254198916,5.480172667,5.998266666,1.302467917,534.3535155876372,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,329.796770128448,full,5,10
convex_convex_per_rp_24CC,24,Gurobi,2.65560225,0.1877595,0.838092917,0.897172791,0.0863275,555.1661387551144,OPTIMAL,282.1018149414347,48045,36761,0.34186975,534.7902207381403,OPTIMAL,0,0.0,0,0.0,0.0,316.9358402735849,reduced,5,10
