base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.491013625,23.85745675,87.258426833,8.29823775,510.29618362313005,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,322.78874651127956,full,4,70
convex_conicalb_per_rp_24CC,24,Gurobi,21.299370291,0.996436209,18.613072542,8.840216542,4.929795334,521.1781419866544,OPTIMAL,251.13985667381954,144135,110267,6.353688917,511.4552061763686,OPTIMAL,0,0.0,0,0.0,0.0,308.01186860237016,reduced,4,70
