base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,2.365008209,14.887589459,38.93037275,3.172105375,523.5912957820306,OPTIMAL,0.0,640600,490048,0.0,0.0,,0,0.0,0,0.0,0.0,321.4680033921665,full,3,40
convex_conicalb_per_rp_24CC,24,Gurobi,6.225330875,0.262249709,1.50092025,2.800001666,0.352386,526.8435857987931,OPTIMAL,244.34993977993028,96090,73514,3.039532667,524.7080834185986,OPTIMAL,0,0.0,0,0.0,0.0,312.15782743299167,reduced,3,40
