base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.5410586,16.5448609,21.7463919,3.2838188,514.4318353890997,OPTIMAL,0.0,320300,245028,0.0,0.0,,0,0.0,0,0.0,0.0,548.881190530327,full,1,20
convex_conicalb_per_rp_24CC,24,Gurobi,8.0446121,0.6244115,1.7117001,4.6009456,0.3297798,509.52959952744027,OPTIMAL,477.38863693748925,96090,73514,0.5536066,514.4530783368187,OPTIMAL,0,0.0,0,0.0,0.0,548.6029384972193,reduced,1,20
