base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,2.278833583,13.35448375,27.898749208,2.596437541,503.0892943486839,OPTIMAL,0.0,640600,490048,0.0,0.0,,0,0.0,0,0.0,0.0,332.9814839750748,full,7,40
convex_conicalb_per_rp_24CC,24,Gurobi,7.167780709,0.276231875,1.330044959,3.306255542,0.193312916,494.2589331633487,OPTIMAL,241.5349820944197,96090,73514,1.927746916,503.3150317864074,OPTIMAL,0,0.0,0,0.0,0.0,341.27677847747265,reduced,7,40
