base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.510772917,29.9440775,85.422267375,4.274151792,508.82443367898617,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,331.77994718099677,full,2,70
convex_conicalb_per_rp_24CC,24,Gurobi,14.48190575,0.721877292,15.349415417,7.199179833,0.700150792,511.08897988020755,OPTIMAL,261.28013099744106,144135,110267,5.990783708,510.7015770956055,OPTIMAL,0,0.0,0,0.0,0.0,345.02406150788966,reduced,2,70
