base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.242485584,23.910818792,71.1661465,6.215283959,505.2609447051846,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,330.9854909481766,full,7,70
convex_conicalb_per_rp_24CC,24,Gurobi,14.833943917,0.811387417,14.541405917,9.076495667,0.777219791,504.2484452103261,OPTIMAL,277.21586464301384,144135,110267,13.500474708,509.90799146167404,OPTIMAL,0,0.0,0,0.0,0.0,371.31061454688165,reduced,7,70
