base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.6678946,16.4962718,18.4808342,2.8211349,487.86475542541416,OPTIMAL,0.0,240225,183773,0.0,0.0,,0,0.0,0,0.0,0.0,507.7371761580118,full,3,15
convex_conicalb_per_rp_24CC,24,Gurobi,5.9435199,0.5296834,1.7197662,4.8928132,0.2535306,493.28537268111575,OPTIMAL,463.1514229538024,80075,61263,0.6636037,488.15695141183113,OPTIMAL,0,0.0,0,0.0,0.0,505.6357095935016,reduced,3,15
