base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.3554939,17.4026793,19.4223548,2.9709635,477.0796499030104,OPTIMAL,0.0,240225,183773,0.0,0.0,,0,0.0,0,0.0,0.0,516.116622830377,full,2,15
convex_conicalb_per_rp_24CC,24,Gurobi,5.816825,0.5131537,1.5543447,4.9855093,0.2756389,476.64533803711987,OPTIMAL,452.07066003551245,80075,61263,0.9320279,477.59678054234297,OPTIMAL,0,0.0,0,0.0,0.0,514.5267528895778,reduced,2,15
