base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.437528125,25.567537875,78.704901625,4.832355417,509.6814327030632,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,330.152277316027,full,10,70
convex_conicalb_per_rp_24CC,24,Gurobi,27.717304209,0.840007459,16.398251958,6.861538375,0.959556833,516.1279452766372,OPTIMAL,246.94017656877384,144135,110267,4.151325583,511.545609813414,OPTIMAL,0,0.0,0,0.0,0.0,325.2761167060718,reduced,10,70
