base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_convex_per,1,Gurobi,0.0,1.605072166,7.472099125,4.471303708,1.033190875,546.7977897020845,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,309.7727421516678,full,6,10
convex_convex_per_rp_24CC,24,Gurobi,2.593338417,0.240176042,0.638381834,1.050902125,0.130954417,556.6840223842967,OPTIMAL,289.26475973071575,48045,36761,0.754870917,1306.7148224252628,OPTIMAL,0,0.0,13,1.3,0.0,4319.577779012155,reduced,6,10
