base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand_benchmark,lole_e_demand_benchmark,num_loss_of_load_h2_demand_benchmark,lole_h2_demand_benchmark,water_borrowed_benchmark,value_at_risk_threshold_mu_benchmark,time_to_resolve_baseline,objective_value_resolve_baseline,termination_status_resolve_baseline,num_loss_of_load_e_demand_baseline,lole_e_demand_baseline,num_loss_of_load_h2_demand_baseline,lole_h2_demand_baseline,water_borrowed_baseline,value_at_risk_threshold_mu_baseline,scenario_set,seed,number_of_scenarios
0_HourlyBenchmark,1,Gurobi,0.0,12.4779812,46.4698158,383.246941875,25.593759833,513.7511722203257,OPTIMAL,0.0,2452810,1752018,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,304.8869871737136,full,1,10
convex_convex_per_rp_24,24,Gurobi,0.0,1.0879201,3.6210745,11.4412689,2.445174,539.957541355689,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,326.216605012317,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,full,1,10
convex_convex_per_rp_24CC,24,Gurobi,4.540027,0.4923608,1.2552475,2.0859571,0.3635575,573.6704512199975,OPTIMAL,278.89650484229804,48045,36761,1.0259915,542.5705990579521,OPTIMAL,0,0.0,0,0.0,0.0,308.437727233339,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,reduced,1,10
convex_convex_per_rp_24CC,24,Gurobi,4.540027,0.4923608,1.2552475,2.0859571,0.3635575,573.6704512199975,OPTIMAL,278.89650484229804,48045,36761,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,30.5238227,543.6092459543478,OPTIMAL,0,0.0,0,0.0,0.0,317.3993178478667,reduced,1,10
