id,scenario,probability,solution,dual_scenario_tail_excess
1,4,0.9,,-0.0
2,7,0.033333333333333326,,0.03333333333333333
3,8,0.033333333333333326,,0.03333333333333333
4,10,0.033333333333333326,,0.03333333333333333
