id,from_asset,to_asset,milestone_year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
94600,electrolizer,h2_demand,2030,232,1.0,1.0,16,16,0.1
94601,electrolizer,h2_demand,2030,232,1.0,1.0,17,17,0.1
94602,electrolizer,h2_demand,2030,232,1.0,1.0,18,18,0.1
94603,electrolizer,h2_demand,2030,232,1.0,1.0,19,19,0.1
94604,electrolizer,h2_demand,2030,232,1.0,1.0,20,20,0.1
94605,electrolizer,h2_demand,2030,232,1.0,1.0,21,21,0.1
94606,electrolizer,h2_demand,2030,232,1.0,1.0,22,22,0.1
94607,electrolizer,h2_demand,2030,232,1.0,1.0,23,23,0.1
94608,electrolizer,h2_demand,2030,232,1.0,1.0,24,24,0.1
94609,solar,e_demand,2030,232,1.0,1.0,1,1,0.0
94610,solar,e_demand,2030,232,1.0,1.0,2,2,0.0
94611,solar,e_demand,2030,232,1.0,1.0,3,3,0.0
94612,solar,e_demand,2030,232,1.0,1.0,4,4,0.0
94613,solar,e_demand,2030,232,1.0,1.0,5,5,0.0
94614,solar,e_demand,2030,232,1.0,1.0,6,6,0.0
94615,solar,e_demand,2030,232,1.0,1.0,7,7,0.006635427550109991
94616,solar,e_demand,2030,232,1.0,1.0,8,8,0.0723870888199499
94617,solar,e_demand,2030,232,1.0,1.0,9,9,0.1709634363434589
94618,solar,e_demand,2030,232,1.0,1.0,10,10,0.20913604594096666
94619,solar,e_demand,2030,232,1.0,1.0,11,11,0.22028218555052645
94620,solar,e_demand,2030,232,1.0,1.0,12,12,0.21828310734424328
94621,solar,e_demand,2030,232,1.0,1.0,13,13,0.21423825388792622
94622,solar,e_demand,2030,232,1.0,1.0,14,14,0.21338325325353708
94623,solar,e_demand,2030,232,1.0,1.0,15,15,0.2135133378754142
94624,solar,e_demand,2030,232,1.0,1.0,16,16,0.1920894013031841
94625,solar,e_demand,2030,232,1.0,1.0,17,17,0.15050457200874479
94626,solar,e_demand,2030,232,1.0,1.0,18,18,0.07722468018565508
94627,solar,e_demand,2030,232,1.0,1.0,19,19,0.015988178312765024
94628,solar,e_demand,2030,232,1.0,1.0,20,20,0.0
94629,solar,e_demand,2030,232,1.0,1.0,21,21,0.0
94630,solar,e_demand,2030,232,1.0,1.0,22,22,0.0
94631,solar,e_demand,2030,232,1.0,1.0,23,23,0.0
94632,solar,e_demand,2030,232,1.0,1.0,24,24,0.0
94633,water_borrower,hydro_reservoir,2030,232,0.0,1.0,1,1,0.0
94634,water_borrower,hydro_reservoir,2030,232,0.0,1.0,2,2,0.0
94635,water_borrower,hydro_reservoir,2030,232,0.0,1.0,3,3,0.0
94636,water_borrower,hydro_reservoir,2030,232,0.0,1.0,4,4,0.0
94637,water_borrower,hydro_reservoir,2030,232,0.0,1.0,5,5,0.0
94638,water_borrower,hydro_reservoir,2030,232,0.0,1.0,6,6,0.0
94639,water_borrower,hydro_reservoir,2030,232,0.0,1.0,7,7,0.0
94640,water_borrower,hydro_reservoir,2030,232,0.0,1.0,8,8,0.0
94641,water_borrower,hydro_reservoir,2030,232,0.0,1.0,9,9,0.0
94642,water_borrower,hydro_reservoir,2030,232,0.0,1.0,10,10,0.0
94643,water_borrower,hydro_reservoir,2030,232,0.0,1.0,11,11,0.0
94644,water_borrower,hydro_reservoir,2030,232,0.0,1.0,12,12,0.0
94645,water_borrower,hydro_reservoir,2030,232,0.0,1.0,13,13,0.0
94646,water_borrower,hydro_reservoir,2030,232,0.0,1.0,14,14,0.0
94647,water_borrower,hydro_reservoir,2030,232,0.0,1.0,15,15,0.0
94648,water_borrower,hydro_reservoir,2030,232,0.0,1.0,16,16,0.0
94649,water_borrower,hydro_reservoir,2030,232,0.0,1.0,17,17,0.0
94650,water_borrower,hydro_reservoir,2030,232,0.0,1.0,18,18,0.0
94651,water_borrower,hydro_reservoir,2030,232,0.0,1.0,19,19,0.0
94652,water_borrower,hydro_reservoir,2030,232,0.0,1.0,20,20,0.0
94653,water_borrower,hydro_reservoir,2030,232,0.0,1.0,21,21,0.0
94654,water_borrower,hydro_reservoir,2030,232,0.0,1.0,22,22,0.0
94655,water_borrower,hydro_reservoir,2030,232,0.0,1.0,23,23,0.0
94656,water_borrower,hydro_reservoir,2030,232,0.0,1.0,24,24,0.0
94657,ens,e_demand,2030,233,1.0,1.0,1,1,0.0
94658,ens,e_demand,2030,233,1.0,1.0,2,2,0.0
94659,ens,e_demand,2030,233,1.0,1.0,3,3,0.0
94660,ens,e_demand,2030,233,1.0,1.0,4,4,0.0
94661,ens,e_demand,2030,233,1.0,1.0,5,5,0.0
94662,ens,e_demand,2030,233,1.0,1.0,6,6,0.0
94663,ens,e_demand,2030,233,1.0,1.0,7,7,0.0
94664,ens,e_demand,2030,233,1.0,1.0,8,8,0.0
94665,ens,e_demand,2030,233,1.0,1.0,9,9,0.0
94666,ens,e_demand,2030,233,1.0,1.0,10,10,0.0
94667,ens,e_demand,2030,233,1.0,1.0,11,11,0.0
94668,ens,e_demand,2030,233,1.0,1.0,12,12,0.0
94669,ens,e_demand,2030,233,1.0,1.0,13,13,0.0
94670,ens,e_demand,2030,233,1.0,1.0,14,14,0.0
94671,ens,e_demand,2030,233,1.0,1.0,15,15,0.0
94672,ens,e_demand,2030,233,1.0,1.0,16,16,0.0
94673,ens,e_demand,2030,233,1.0,1.0,17,17,0.0
94674,ens,e_demand,2030,233,1.0,1.0,18,18,0.0
94675,ens,e_demand,2030,233,1.0,1.0,19,19,0.0
94676,ens,e_demand,2030,233,1.0,1.0,20,20,0.0
94677,ens,e_demand,2030,233,1.0,1.0,21,21,0.0
94678,ens,e_demand,2030,233,1.0,1.0,22,22,0.0
94679,ens,e_demand,2030,233,1.0,1.0,23,23,0.0
94680,ens,e_demand,2030,233,1.0,1.0,24,24,0.0
94681,ocgt,e_demand,2030,233,1.0,1.0,1,1,0.0
94682,ocgt,e_demand,2030,233,1.0,1.0,2,2,0.0
94683,ocgt,e_demand,2030,233,1.0,1.0,3,3,0.0
94684,ocgt,e_demand,2030,233,1.0,1.0,4,4,0.0
94685,ocgt,e_demand,2030,233,1.0,1.0,5,5,0.0
94686,ocgt,e_demand,2030,233,1.0,1.0,6,6,0.0
94687,ocgt,e_demand,2030,233,1.0,1.0,7,7,0.0
94688,ocgt,e_demand,2030,233,1.0,1.0,8,8,0.0
94689,ocgt,e_demand,2030,233,1.0,1.0,9,9,0.0
94690,ocgt,e_demand,2030,233,1.0,1.0,10,10,0.0
94691,ocgt,e_demand,2030,233,1.0,1.0,11,11,0.0
94692,ocgt,e_demand,2030,233,1.0,1.0,12,12,0.0
94693,ocgt,e_demand,2030,233,1.0,1.0,13,13,0.0
94694,ocgt,e_demand,2030,233,1.0,1.0,14,14,0.0
94695,ocgt,e_demand,2030,233,1.0,1.0,15,15,0.0
94696,ocgt,e_demand,2030,233,1.0,1.0,16,16,0.0
94697,ocgt,e_demand,2030,233,1.0,1.0,17,17,0.0
94698,ocgt,e_demand,2030,233,1.0,1.0,18,18,0.0
94699,ocgt,e_demand,2030,233,1.0,1.0,19,19,0.0
94700,ocgt,e_demand,2030,233,1.0,1.0,20,20,0.0
94701,ocgt,e_demand,2030,233,1.0,1.0,21,21,0.0
94702,ocgt,e_demand,2030,233,1.0,1.0,22,22,0.0
94703,ocgt,e_demand,2030,233,1.0,1.0,23,23,0.0
94704,ocgt,e_demand,2030,233,1.0,1.0,24,24,0.0
94705,ccgt,e_demand,2030,233,1.0,1.0,1,1,0.0
94706,ccgt,e_demand,2030,233,1.0,1.0,2,2,0.0
94707,ccgt,e_demand,2030,233,1.0,1.0,3,3,0.0
94708,ccgt,e_demand,2030,233,1.0,1.0,4,4,0.03618328956206973
94709,ccgt,e_demand,2030,233,1.0,1.0,5,5,0.09339696720652735
94710,ccgt,e_demand,2030,233,1.0,1.0,6,6,0.1625585089656949
94711,ccgt,e_demand,2030,233,1.0,1.0,7,7,0.28728202742047326
94712,ccgt,e_demand,2030,233,1.0,1.0,8,8,0.3405585169922968
94713,ccgt,e_demand,2030,233,1.0,1.0,9,9,0.5980985531719503
94714,ccgt,e_demand,2030,233,1.0,1.0,10,10,0.7524128737272185
94715,ccgt,e_demand,2030,233,1.0,1.0,11,11,0.8618040817168318
94716,ccgt,e_demand,2030,233,1.0,1.0,12,12,0.9618845079694823
94717,ccgt,e_demand,2030,233,1.0,1.0,13,13,1.0014748248865066
94718,ccgt,e_demand,2030,233,1.0,1.0,14,14,1.0064302735362332
94719,ccgt,e_demand,2030,233,1.0,1.0,15,15,1.0064302735362332
94720,ccgt,e_demand,2030,233,1.0,1.0,16,16,0.8579485958694814
94721,ccgt,e_demand,2030,233,1.0,1.0,17,17,0.5596485548897577
94722,ccgt,e_demand,2030,233,1.0,1.0,18,18,0.27297483092522923
94723,ccgt,e_demand,2030,233,1.0,1.0,19,19,0.17079290171020867
94724,ccgt,e_demand,2030,233,1.0,1.0,20,20,0.14322298030121294
94725,ccgt,e_demand,2030,233,1.0,1.0,21,21,0.0
94726,ccgt,e_demand,2030,233,1.0,1.0,22,22,0.1873830393179413
94727,ccgt,e_demand,2030,233,1.0,1.0,23,23,0.2349266536404765
94728,ccgt,e_demand,2030,233,1.0,1.0,24,24,0.3881463185489248
