asset,benchmark_solution,approximation_solution,diff
ccgt,1.2610330257489808,1.2832709218423815,0.017634665896392863
wind,2.5597807495505003,1.6115701339131965,-0.37042649680204465
solar,0.16052736085430955,0.3045035624919904,0.8968950892324823
ocgt,0.47493746136459897,0.4061961976660969,-0.14473750607289101
electrolizer,1.0603481951316913,1.0,-0.056913564250652866
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
