name,value
assets_investment_cost,4927447.560784856
assets_fixed_cost_compact_method,0.0
assets_fixed_cost_simple_method,1457432.4100035012
storage_assets_energy_investment_cost,0.0
storage_assets_energy_fixed_cost,0.0
flows_investment_cost,0.0
flows_fixed_cost,0.0
flows_operational_cost,11736410.555811942
vintage_flows_operational_cost,0.0
units_on_operational_cost,0.0
conditional_value_at_risk_term,20883238.308877315
