id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2444515868080912
2,wind,2030,false,0.4,,2.661393964374458
3,solar,2030,false,0.5,,1.1228621333248432
4,ocgt,2030,false,0.1,,0.0
5,electrolizer,2030,false,0.1,,0.9999999999999999
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
