id,scenario,probability,solution,total_cost
1,1,0.025,,204.29406443071838
2,2,0.025,,180.267565250757
3,3,0.025,,202.50912798661824
4,4,0.025,,174.4346939460789
5,5,0.025,,208.59815632713727
6,6,0.025,,206.9338639210419
7,7,0.025,,185.6328606581481
8,8,0.025,,207.77473867655144
9,9,0.025,,195.71686281349153
10,10,0.025,,197.6476483206788
11,11,0.025,,215.03558635623423
12,12,0.025,,210.1203090732151
13,13,0.025,,188.95018392954378
14,14,0.025,,187.92586236589622
15,15,0.025,,187.12343868387876
16,16,0.025,,188.1144001117587
17,17,0.025,,234.8718233530578
18,18,0.025,,241.24021364035139
19,19,0.025,,221.33577052879934
20,20,0.025,,265.43723659264776
21,21,0.025,,288.2266171816701
22,22,0.025,,289.91929350586145
23,23,0.025,,274.8736077755802
24,24,0.025,,269.9149502855106
25,25,0.025,,302.9678071180097
26,26,0.025,,284.490402652125
27,27,0.025,,319.75898230332945
28,28,0.025,,291.64800791020224
29,29,0.025,,264.76768000816196
30,30,0.025,,260.5376632276011
31,31,0.025,,333.6340433473962
32,32,0.025,,341.38669484133703
33,33,0.025,,293.9033921956498
34,34,0.025,,309.2069911131428
35,35,0.025,,336.4083809877396
36,36,0.025,,328.5309762375423
37,37,0.025,,323.2899482996823
38,38,0.025,,336.9442032507265
39,39,0.025,,334.4405249309711
40,40,0.025,,323.27382262024923
