name,value
assets_investment_cost,4777304.032504194
assets_fixed_cost_compact_method,0.0
assets_fixed_cost_simple_method,1409879.949140105
storage_assets_energy_investment_cost,0.0
storage_assets_energy_fixed_cost,0.0
flows_investment_cost,0.0
flows_fixed_cost,0.0
flows_operational_cost,14922647.386890884
vintage_flows_operational_cost,0.0
units_on_operational_cost,0.0
conditional_value_at_risk_term,24202480.99207809
