id,scenario,probability,solution,total_cost
1,1,0.025,,176.4089827121745
2,2,0.025,,171.63885152087093
3,3,0.025,,167.46260365384384
4,4,0.025,,180.97644830722626
5,5,0.025,,189.73307649228263
6,6,0.025,,192.99718125966433
7,7,0.025,,167.06055196928588
8,8,0.025,,171.10794950981773
9,9,0.025,,198.8167545950378
10,10,0.025,,181.18407957933607
11,11,0.025,,170.31238678920113
12,12,0.025,,176.44413993413966
13,13,0.025,,216.74644638843867
14,14,0.025,,203.05425500302624
15,15,0.025,,218.21259878125755
16,16,0.025,,229.62294429784245
17,17,0.025,,236.07038846453133
18,18,0.025,,224.5672584127252
19,19,0.025,,211.405527723468
20,20,0.025,,210.50747008079867
21,21,0.025,,217.2371973987577
22,22,0.025,,253.77244417287503
23,23,0.025,,269.88942203867083
24,24,0.025,,262.51305268619495
25,25,0.025,,287.52287409360423
26,26,0.025,,239.32120853960134
27,27,0.025,,271.8481709353308
28,28,0.025,,259.9106724527028
29,29,0.025,,304.1231888745389
30,30,0.025,,303.52022895304736
31,31,0.025,,320.6549277228046
32,32,0.025,,292.26402881430363
33,33,0.025,,312.9175992467696
34,34,0.025,,329.92400290098857
35,35,0.025,,311.5122062902076
36,36,0.025,,295.63228103326355
37,37,0.025,,312.66406250130706
38,38,0.025,,325.0461744806981
39,39,0.025,,297.0887394348789
40,40,0.025,,312.7218328241261
