id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,54612.71716488734
2,wind,2030,false,0.4,,87323.38886654587
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,74620.8076101681
5,electrolizer,2030,false,0.1,,1.0446578095344434
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,165879.88944309007
