id,scenario,probability,solution,total_cost
1,1,0.025,,180.64394265754964
2,2,0.025,,174.26395379861808
3,3,0.025,,190.15980458510245
4,4,0.025,,168.07809490133187
5,5,0.025,,192.2169882482269
6,6,0.025,,191.20800797026493
7,7,0.025,,174.89077627071254
8,8,0.025,,169.75417176178254
9,9,0.025,,171.0365915899151
10,10,0.025,,172.20684924348387
11,11,0.025,,214.3865196248769
12,12,0.025,,201.23308082844625
13,13,0.025,,221.65399929970405
14,14,0.025,,225.5972322545466
15,15,0.025,,238.96247957364594
16,16,0.025,,200.47198392502628
17,17,0.025,,211.26087379788748
18,18,0.025,,220.66759500586863
19,19,0.025,,261.8950016885717
20,20,0.025,,264.91353618010595
21,21,0.025,,248.4534598313328
22,22,0.025,,241.81697825352066
23,23,0.025,,267.13545026291547
24,24,0.025,,266.1956968851302
25,25,0.025,,294.8688865998821
26,26,0.025,,273.5204852669613
27,27,0.025,,244.40928031586196
28,28,0.025,,264.1548582352686
29,29,0.025,,237.26544005903685
30,30,0.025,,245.44155434958583
31,31,0.025,,291.2015403699203
32,32,0.025,,290.5289995126552
33,33,0.025,,296.4165739536033
34,34,0.025,,286.4329732394352
35,35,0.025,,314.69389587618616
36,36,0.025,,279.4129392830301
37,37,0.025,,313.8833797518352
38,38,0.025,,345.5722881961237
39,39,0.025,,301.9736858374432
40,40,0.025,,322.31730142068426
