id,scenario,probability,solution,total_cost
1,1,0.025,,176.110923348138
2,2,0.025,,175.67681079590872
3,3,0.025,,180.39421638242632
4,4,0.025,,185.61479098755927
5,5,0.025,,181.6200711061904
6,6,0.025,,179.29006692904608
7,7,0.025,,177.439843388117
8,8,0.025,,210.68892956422945
9,9,0.025,,213.02730090274474
10,10,0.025,,204.57029491436316
11,11,0.025,,216.4969052620837
12,12,0.025,,217.0257858647267
13,13,0.025,,221.5103469153844
14,14,0.025,,240.58652845616683
15,15,0.025,,208.09090536254556
16,16,0.025,,210.96984360792302
17,17,0.025,,244.34993977993008
18,18,0.025,,266.7757518619385
19,19,0.025,,279.5956968437864
20,20,0.025,,253.28728142823155
21,21,0.025,,279.830413710328
22,22,0.025,,288.8258263843414
23,23,0.025,,232.5829688866598
24,24,0.025,,226.2757374187023
25,25,0.025,,257.6650921759241
26,26,0.025,,236.81304788769265
27,27,0.025,,287.40270935758633
28,28,0.025,,286.808391393747
29,29,0.025,,292.99266309975326
30,30,0.025,,255.45060360857897
31,31,0.025,,312.460983355355
32,32,0.025,,310.8432569693313
33,33,0.025,,312.15782743299195
34,34,0.025,,298.3159342208643
35,35,0.025,,339.2687544318156
36,36,0.025,,297.48793505280076
37,37,0.025,,280.1025169930821
38,38,0.025,,332.23425398170116
39,39,0.025,,288.7143616242294
40,40,0.025,,326.94517516253217
