id,scenario,probability,solution,total_cost
1,1,0.014285714285714285,,195.21111915732212
2,2,0.014285714285714285,,194.01067901414274
3,3,0.014285714285714285,,198.84371964039494
4,4,0.014285714285714285,,170.8067785524463
5,5,0.014285714285714285,,187.7695122191429
6,6,0.014285714285714285,,203.85792842115387
7,7,0.014285714285714285,,182.55147460704862
8,8,0.014285714285714285,,198.68580453489315
9,9,0.014285714285714285,,204.77458041744927
10,10,0.014285714285714285,,198.49849480722676
11,11,0.014285714285714285,,192.4427815745292
12,12,0.014285714285714285,,211.15635877154406
13,13,0.014285714285714285,,194.2459134202268
14,14,0.014285714285714285,,211.4000399972204
15,15,0.014285714285714285,,185.1800291633219
16,16,0.014285714285714285,,187.43180726498153
17,17,0.014285714285714285,,219.35109208484073
18,18,0.014285714285714285,,199.0132372892075
19,19,0.014285714285714285,,194.36928090473162
20,20,0.014285714285714285,,184.95366034334336
21,21,0.014285714285714285,,195.08337756320012
22,22,0.014285714285714285,,217.51833012769308
23,23,0.014285714285714285,,232.64227929207516
24,24,0.014285714285714285,,224.5741644077496
25,25,0.014285714285714285,,237.7711987868929
26,26,0.014285714285714285,,218.0740732756269
27,27,0.014285714285714285,,235.0993697764409
28,28,0.014285714285714285,,246.64459983068159
29,29,0.014285714285714285,,254.10297274216785
30,30,0.014285714285714285,,241.81127535384132
31,31,0.014285714285714285,,226.191633923079
32,32,0.014285714285714285,,247.56815468889113
33,33,0.014285714285714285,,227.95757252327883
34,34,0.014285714285714285,,223.32530437601764
35,35,0.014285714285714285,,236.91975326560942
36,36,0.014285714285714285,,225.40199188961657
37,37,0.014285714285714285,,232.18311101571845
38,38,0.014285714285714285,,285.4835536323912
39,39,0.014285714285714285,,267.4956625652823
40,40,0.014285714285714285,,302.7181325226331
41,41,0.014285714285714285,,284.80154248015214
42,42,0.014285714285714285,,300.938788103986
43,43,0.014285714285714285,,299.38942786417243
44,44,0.014285714285714285,,279.02318593061744
45,45,0.014285714285714285,,313.0615239361744
46,46,0.014285714285714285,,297.1212459289633
47,47,0.014285714285714285,,269.18422339773224
48,48,0.014285714285714285,,304.0917667380362
49,49,0.014285714285714285,,287.76265393852196
50,50,0.014285714285714285,,286.8944725921003
51,51,0.014285714285714285,,296.36459874218735
52,52,0.014285714285714285,,256.5539087258325
53,53,0.014285714285714285,,285.4498952421145
54,54,0.014285714285714285,,276.05187765867504
55,55,0.014285714285714285,,317.60447281486694
56,56,0.014285714285714285,,316.7969252080052
57,57,0.014285714285714285,,337.6811501110503
58,58,0.014285714285714285,,315.51706557190886
59,59,0.014285714285714285,,305.86489464714356
60,60,0.014285714285714285,,340.8569461474562
61,61,0.014285714285714285,,330.08982132716426
62,62,0.014285714285714285,,349.4911614070076
63,63,0.014285714285714285,,327.8363093656897
64,64,0.014285714285714285,,309.83582298321403
65,65,0.014285714285714285,,329.5053317070888
66,66,0.014285714285714285,,341.93055201982116
67,67,0.014285714285714285,,312.55629079626345
68,68,0.014285714285714285,,355.7960443789746
69,69,0.014285714285714285,,343.7457244880857
70,70,0.014285714285714285,,326.2987911940339
