id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2696134999537847
2,wind,2030,false,0.4,,3.0542136264824244
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,0.456724592107782
5,electrolizer,2030,false,0.1,,1.0613998992792963
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
