id,scenario,probability,solution,total_cost
1,1,0.1,,182.96426764623266
2,2,0.1,,180.66344144814752
3,3,0.1,,232.03380311682017
4,4,0.1,,204.71839398255796
5,5,0.1,,234.23161875483407
6,6,0.1,,208.7648547564267
7,7,0.1,,304.8869871737181
8,8,0.1,,270.9790535464165
9,9,0.1,,270.3061817289893
10,10,0.1,,347.29585519789913
